Levels,CycleIteration,ResidualNorm
4,27,1.7893028e-07
4,28,1.5289624e-07
4,29,1.3064075e-07
4,30,1.1161455e-07
4,31,9.5374217e-08
5,0,1.0785676e+05
5,1,4.3735225e+03
5,2,3.7591892e+02
5,3,3.5215810e+01
5,4,3.4581760e+00
5,5,3.4876067e-01
5,6,3.5781541e-02
5,7,3.7186534e-03
5,8,3.9085394e-04
5,9,4.1568020e-05
5,10,4.5424957e-06
5,11,6.8710487e-07
5,12,2.7250665e-07
5,13,1.5215320e-07
5,14,8.7037330e-08
6,0,5.4385625e+05
6,1,2.2279451e+04
6,2,1.9698926e+03
6,3,1.9339733e+02
6,4,2.0224307e+01
6,5,2.2019391e+00
6,6,2.4672657e-01
6,7,2.8272153e-02
6,8,3.3008208e-03
6,9,3.9177294e-04
6,10,4.7208797e-05
6,11,5.7751041e-06
6,12,7.2791543e-07
6,13,9.7905020e-08
7,0,3.2136111e+06
7,1,1.3253759e+05
7,2,1.1966812e+04
7,3,1.2254069e+03
7,4,1.3667359e+02
7,5,1.6179993e+01
7,6,1.9986248e+00
7,7,2.5442073e-01
7,8,3.3076361e-02
7,9,4.3637782e-03
7,10,5.8168735e-04
7,11,7.8109858e-05
7,12,1.0544208e-05
7,13,1.4301285e-06
7,14,2.0177121e-07
7,15,5.1501292e-08
